game_id,series_id,game_number,date,patch,side,team,champion,pick_index,champion_games_before,champion_wins_before,champion_win_rate_before,champion_patch_games_before,champion_patch_win_rate_before,team_champion_games_before,team_champion_win_rate_before,picked_side_won
LOLTMNT02_353572,LCK_20260215_BNK_FEARX_vs_T1_S2,2,2026-02-15 09:00:12+00:00,16.03,RED,T1,Sylas,3,6,4,0.6666666666666666,1,0.0,2,0.5,1
LOLTMNT02_353572,LCK_20260215_BNK_FEARX_vs_T1_S2,2,2026-02-15 09:00:12+00:00,16.03,RED,T1,Alistar,4,19,5,0.2631578947368421,2,0.0,0,,1
LOLTMNT02_353572,LCK_20260215_BNK_FEARX_vs_T1_S2,2,2026-02-15 09:00:12+00:00,16.03,RED,T1,Rek'Sai,5,14,6,0.42857142857142855,2,0.5,0,,1
LOLTMNT02_354619,LCK_20260215_BNK_FEARX_vs_T1_S2,3,2026-02-15 09:56:35+00:00,16.03,BLUE,T1,Anivia,1,5,2,0.4,1,0.0,0,,0
LOLTMNT02_354619,LCK_20260215_BNK_FEARX_vs_T1_S2,3,2026-02-15 09:56:35+00:00,16.03,BLUE,T1,Wukong,2,21,8,0.38095238095238093,2,0.5,0,,0
LOLTMNT02_354619,LCK_20260215_BNK_FEARX_vs_T1_S2,3,2026-02-15 09:56:35+00:00,16.03,BLUE,T1,Kennen,3,8,7,0.875,1,1.0,1,1.0,0
LOLTMNT02_354619,LCK_20260215_BNK_FEARX_vs_T1_S2,3,2026-02-15 09:56:35+00:00,16.03,BLUE,T1,Jhin,4,13,7,0.5384615384615384,3,0.3333333333333333,1,1.0,0
LOLTMNT02_354619,LCK_20260215_BNK_FEARX_vs_T1_S2,3,2026-02-15 09:56:35+00:00,16.03,BLUE,T1,Rakan,5,18,12,0.6666666666666666,3,1.0,0,,0
LOLTMNT02_354619,LCK_20260215_BNK_FEARX_vs_T1_S2,3,2026-02-15 09:56:35+00:00,16.03,RED,BNK FEARX,Ryze,1,30,20,0.6666666666666666,3,1.0,2,1.0,1
LOLTMNT02_354619,LCK_20260215_BNK_FEARX_vs_T1_S2,3,2026-02-15 09:56:35+00:00,16.03,RED,BNK FEARX,Ashe,2,5,2,0.4,2,0.5,0,,1
LOLTMNT02_354619,LCK_20260215_BNK_FEARX_vs_T1_S2,3,2026-02-15 09:56:35+00:00,16.03,RED,BNK FEARX,Seraphine,3,3,2,0.6666666666666666,2,0.5,0,,1
LOLTMNT02_354619,LCK_20260215_BNK_FEARX_vs_T1_S2,3,2026-02-15 09:56:35+00:00,16.03,RED,BNK FEARX,Yone,4,5,2,0.4,0,,0,,1
LOLTMNT02_354619,LCK_20260215_BNK_FEARX_vs_T1_S2,3,2026-02-15 09:56:35+00:00,16.03,RED,BNK FEARX,Maokai,5,0,0,,0,,0,,1
LOLTMNT02_354641,LCK_20260215_BNK_FEARX_vs_T1_S2,4,2026-02-15 10:48:53+00:00,16.03,BLUE,BNK FEARX,Lucian,1,16,7,0.4375,0,,2,1.0,1
LOLTMNT02_354641,LCK_20260215_BNK_FEARX_vs_T1_S2,4,2026-02-15 10:48:53+00:00,16.03,BLUE,BNK FEARX,Milio,2,2,1,0.5,0,,1,1.0,1
LOLTMNT02_354641,LCK_20260215_BNK_FEARX_vs_T1_S2,4,2026-02-15 10:48:53+00:00,16.03,BLUE,BNK FEARX,Twisted Fate,3,2,2,1.0,1,1.0,0,,1
LOLTMNT02_354641,LCK_20260215_BNK_FEARX_vs_T1_S2,4,2026-02-15 10:48:53+00:00,16.03,BLUE,BNK FEARX,Gnar,4,17,9,0.5294117647058824,2,0.5,2,0.0,1
LOLTMNT02_354641,LCK_20260215_BNK_FEARX_vs_T1_S2,4,2026-02-15 10:48:53+00:00,16.03,BLUE,BNK FEARX,Trundle,5,5,4,0.8,0,,0,,1
LOLTMNT02_354641,LCK_20260215_BNK_FEARX_vs_T1_S2,4,2026-02-15 10:48:53+00:00,16.03,RED,T1,Aurora,1,19,9,0.47368421052631576,3,0.3333333333333333,2,0.5,0
LOLTMNT02_354641,LCK_20260215_BNK_FEARX_vs_T1_S2,4,2026-02-15 10:48:53+00:00,16.03,RED,T1,Yunara,2,29,16,0.5517241379310345,3,0.6666666666666666,0,,0
LOLTMNT02_354641,LCK_20260215_BNK_FEARX_vs_T1_S2,4,2026-02-15 10:48:53+00:00,16.03,RED,T1,Nautilus,3,16,10,0.625,1,1.0,1,1.0,0
LOLTMNT02_354641,LCK_20260215_BNK_FEARX_vs_T1_S2,4,2026-02-15 10:48:53+00:00,16.03,RED,T1,Malphite,4,5,1,0.2,0,,0,,0
LOLTMNT02_354641,LCK_20260215_BNK_FEARX_vs_T1_S2,4,2026-02-15 10:48:53+00:00,16.03,RED,T1,Jax,5,8,5,0.625,3,0.3333333333333333,0,,0
LOLTMNT02_356392,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,1,2026-02-19 08:06:05+00:00,16.03,BLUE,Kiwoom DRX,Ambessa,1,26,14,0.5384615384615384,3,0.6666666666666666,4,0.5,0
LOLTMNT02_356392,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,1,2026-02-19 08:06:05+00:00,16.03,BLUE,Kiwoom DRX,Azir,2,25,11,0.44,4,0.0,2,0.5,0
LOLTMNT02_356392,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,1,2026-02-19 08:06:05+00:00,16.03,BLUE,Kiwoom DRX,Ornn,3,4,2,0.5,2,0.0,0,,0
LOLTMNT02_356392,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,1,2026-02-19 08:06:05+00:00,16.03,BLUE,Kiwoom DRX,Ezreal,4,21,8,0.38095238095238093,2,0.0,1,0.0,0
LOLTMNT02_356392,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,1,2026-02-19 08:06:05+00:00,16.03,BLUE,Kiwoom DRX,Nautilus,5,17,10,0.5882352941176471,2,0.5,5,0.8,0
LOLTMNT02_356392,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,1,2026-02-19 08:06:05+00:00,16.03,RED,DN SOOPers,Rumble,1,16,8,0.5,3,0.6666666666666666,3,0.6666666666666666,1
LOLTMNT02_356392,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,1,2026-02-19 08:06:05+00:00,16.03,RED,DN SOOPers,Pantheon,2,25,15,0.6,3,1.0,2,0.5,1
LOLTMNT02_356392,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,1,2026-02-19 08:06:05+00:00,16.03,RED,DN SOOPers,Orianna,3,24,12,0.5,3,1.0,4,0.5,1
LOLTMNT02_356392,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,1,2026-02-19 08:06:05+00:00,16.03,RED,DN SOOPers,Jhin,4,14,7,0.5,4,0.25,1,0.0,1
LOLTMNT02_356392,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,1,2026-02-19 08:06:05+00:00,16.03,RED,DN SOOPers,Alistar,5,20,6,0.3,3,0.3333333333333333,3,0.0,1
LOLTMNT02_356399,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,2,2026-02-19 08:59:02+00:00,16.03,BLUE,DN SOOPers,Varus,1,16,8,0.5,2,0.5,0,,1
LOLTMNT02_356399,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,2,2026-02-19 08:59:02+00:00,16.03,BLUE,DN SOOPers,Ahri,2,12,7,0.5833333333333334,3,0.3333333333333333,3,1.0,1
LOLTMNT02_356399,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,2,2026-02-19 08:59:02+00:00,16.03,BLUE,DN SOOPers,Wukong,3,22,8,0.36363636363636365,3,0.3333333333333333,6,0.5,1
LOLTMNT02_356399,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,2,2026-02-19 08:59:02+00:00,16.03,BLUE,DN SOOPers,Rakan,4,19,12,0.631578947368421,4,0.75,3,0.6666666666666666,1
LOLTMNT02_356399,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,2,2026-02-19 08:59:02+00:00,16.03,BLUE,DN SOOPers,Yorick,5,2,0,0.0,0,,0,,1
LOLTMNT02_356399,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,2,2026-02-19 08:59:02+00:00,16.03,RED,Kiwoom DRX,Xin Zhao,1,29,13,0.4482758620689655,4,0.25,7,0.5714285714285714,0
LOLTMNT02_356399,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,2,2026-02-19 08:59:02+00:00,16.03,RED,Kiwoom DRX,Sivir,2,13,8,0.6153846153846154,3,0.6666666666666666,3,0.6666666666666666,0
LOLTMNT02_356399,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,2,2026-02-19 08:59:02+00:00,16.03,RED,Kiwoom DRX,Aurora,3,20,9,0.45,4,0.25,4,0.25,0
LOLTMNT02_356399,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,2,2026-02-19 08:59:02+00:00,16.03,RED,Kiwoom DRX,Leona,4,10,4,0.4,1,0.0,1,0.0,0
LOLTMNT02_356399,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,2,2026-02-19 08:59:02+00:00,16.03,RED,Kiwoom DRX,Kennen,5,9,7,0.7777777777777778,2,0.5,2,0.5,0
LOLTMNT02_355443,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,3,2026-02-19 09:49:11+00:00,16.03,BLUE,DN SOOPers,Ryze,1,31,21,0.6774193548387096,4,1.0,2,1.0,0
LOLTMNT02_355443,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,3,2026-02-19 09:49:11+00:00,16.03,BLUE,DN SOOPers,Jarvan IV,2,27,14,0.5185185185185185,3,0.0,3,0.0,0
LOLTMNT02_355443,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,3,2026-02-19 09:49:11+00:00,16.03,BLUE,DN SOOPers,Jax,3,9,5,0.5555555555555556,4,0.25,1,0.0,0
LOLTMNT02_355443,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,3,2026-02-19 09:49:11+00:00,16.03,BLUE,DN SOOPers,Xayah,4,5,4,0.8,1,1.0,1,1.0,0
LOLTMNT02_355443,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,3,2026-02-19 09:49:11+00:00,16.03,BLUE,DN SOOPers,Lulu,5,15,7,0.4666666666666667,3,0.6666666666666666,1,0.0,0
LOLTMNT02_355443,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,3,2026-02-19 09:49:11+00:00,16.03,RED,Kiwoom DRX,Gnar,1,18,10,0.5555555555555556,3,0.6666666666666666,4,0.75,1
LOLTMNT02_355443,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,3,2026-02-19 09:49:11+00:00,16.03,RED,Kiwoom DRX,Vi,2,24,12,0.5,3,0.6666666666666666,3,0.3333333333333333,1
LOLTMNT02_355443,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,3,2026-02-19 09:49:11+00:00,16.03,RED,Kiwoom DRX,Taliyah,3,27,9,0.3333333333333333,3,0.6666666666666666,4,0.5,1
LOLTMNT02_355443,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,3,2026-02-19 09:49:11+00:00,16.03,RED,Kiwoom DRX,Neeko,4,19,12,0.631578947368421,1,1.0,3,0.3333333333333333,1
LOLTMNT02_355443,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,3,2026-02-19 09:49:11+00:00,16.03,RED,Kiwoom DRX,Kai'Sa,5,10,7,0.7,0,,2,0.5,1
LOLTMNT02_355446,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,4,2026-02-19 10:37:09+00:00,16.03,BLUE,Kiwoom DRX,Yunara,1,30,16,0.5333333333333333,4,0.5,6,0.5,0
LOLTMNT02_355446,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,4,2026-02-19 10:37:09+00:00,16.03,BLUE,Kiwoom DRX,Dr. Mundo,2,7,5,0.7142857142857143,3,0.6666666666666666,0,,0
LOLTMNT02_355446,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,4,2026-02-19 10:37:09+00:00,16.03,BLUE,Kiwoom DRX,Jayce,3,9,3,0.3333333333333333,2,0.0,0,,0
LOLTMNT02_355446,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,4,2026-02-19 10:37:09+00:00,16.03,BLUE,Kiwoom DRX,Twisted Fate,4,3,3,1.0,2,1.0,0,,0
LOLTMNT02_355446,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,4,2026-02-19 10:37:09+00:00,16.03,BLUE,Kiwoom DRX,Karma,5,9,4,0.4444444444444444,2,0.5,2,0.5,0
LOLTMNT02_355446,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,4,2026-02-19 10:37:09+00:00,16.03,RED,DN SOOPers,Renekton,1,22,10,0.45454545454545453,3,0.6666666666666666,0,,1
LOLTMNT02_355446,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,4,2026-02-19 10:37:09+00:00,16.03,RED,DN SOOPers,Corki,2,26,13,0.5,3,0.3333333333333333,4,0.25,1
LOLTMNT02_355446,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,4,2026-02-19 10:37:09+00:00,16.03,RED,DN SOOPers,Rell,3,12,5,0.4166666666666667,2,0.5,5,0.4,1
LOLTMNT02_355446,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,4,2026-02-19 10:37:09+00:00,16.03,RED,DN SOOPers,Naafiri,4,1,0,0.0,1,0.0,0,,1
LOLTMNT02_355446,LCK_20260219_DN_SOOPers_vs_Kiwoom_DRX_S2,4,2026-02-19 10:37:09+00:00,16.03,RED,DN SOOPers,Viktor,5,4,1,0.25,1,0.0,1,0.0,1
LOLTMNT02_356582,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,1,2026-02-20 08:06:25+00:00,16.03,BLUE,DN SOOPers,Corki,1,27,14,0.5185185185185185,4,0.5,5,0.4,0
LOLTMNT02_356582,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,1,2026-02-20 08:06:25+00:00,16.03,BLUE,DN SOOPers,Vi,2,25,13,0.52,4,0.75,1,0.0,0
LOLTMNT02_356582,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,1,2026-02-20 08:06:25+00:00,16.03,BLUE,DN SOOPers,Taliyah,3,28,10,0.35714285714285715,4,0.75,2,0.0,0
LOLTMNT02_356582,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,1,2026-02-20 08:06:25+00:00,16.03,BLUE,DN SOOPers,Nautilus,4,18,10,0.5555555555555556,3,0.3333333333333333,1,0.0,0
LOLTMNT02_356582,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,1,2026-02-20 08:06:25+00:00,16.03,BLUE,DN SOOPers,Gwen,5,18,13,0.7222222222222222,3,0.6666666666666666,3,0.6666666666666666,0
LOLTMNT02_356582,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,1,2026-02-20 08:06:25+00:00,16.03,RED,Dplus Kia,Ambessa,1,27,14,0.5185185185185185,4,0.5,4,0.5,1
LOLTMNT02_356582,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,1,2026-02-20 08:06:25+00:00,16.03,RED,Dplus Kia,Ezreal,2,22,8,0.36363636363636365,3,0.0,3,0.3333333333333333,1
LOLTMNT02_356582,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,1,2026-02-20 08:06:25+00:00,16.03,RED,Dplus Kia,Azir,3,26,11,0.4230769230769231,5,0.0,2,0.0,1
LOLTMNT02_356582,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,1,2026-02-20 08:06:25+00:00,16.03,RED,Dplus Kia,Xin Zhao,4,30,13,0.43333333333333335,5,0.2,2,0.5,1
LOLTMNT02_356582,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,1,2026-02-20 08:06:25+00:00,16.03,RED,Dplus Kia,Leona,5,11,4,0.36363636363636365,2,0.0,0,,1
LOLTMNT02_355631,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,2,2026-02-20 09:07:24+00:00,16.03,BLUE,Dplus Kia,Ryze,1,32,21,0.65625,5,0.8,4,0.75,1
LOLTMNT02_355631,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,2,2026-02-20 09:07:24+00:00,16.03,BLUE,Dplus Kia,Jarvan IV,2,28,14,0.5,4,0.0,5,0.6,1
LOLTMNT02_355631,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,2,2026-02-20 09:07:24+00:00,16.03,BLUE,Dplus Kia,K'Sante,3,22,12,0.5454545454545454,2,0.5,3,0.6666666666666666,1
LOLTMNT02_355631,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,2,2026-02-20 09:07:24+00:00,16.03,BLUE,Dplus Kia,Aphelios,4,17,10,0.5882352941176471,4,0.5,1,0.0,1
LOLTMNT02_355631,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,2,2026-02-20 09:07:24+00:00,16.03,BLUE,Dplus Kia,Lulu,5,16,7,0.4375,4,0.5,4,0.75,1
LOLTMNT02_355631,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,2,2026-02-20 09:07:24+00:00,16.03,RED,DN SOOPers,Rumble,1,17,9,0.5294117647058824,4,0.75,4,0.75,0
LOLTMNT02_355631,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,2,2026-02-20 09:07:24+00:00,16.03,RED,DN SOOPers,Sejuani,2,4,0,0.0,1,0.0,1,0.0,0
LOLTMNT02_355631,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,2,2026-02-20 09:07:24+00:00,16.03,RED,DN SOOPers,Yone,3,6,3,0.5,1,1.0,1,0.0,0
LOLTMNT02_355631,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,2,2026-02-20 09:07:24+00:00,16.03,RED,DN SOOPers,Kalista,4,9,5,0.5555555555555556,3,0.3333333333333333,1,1.0,0
LOLTMNT02_355631,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,2,2026-02-20 09:07:24+00:00,16.03,RED,DN SOOPers,Renata Glasc,5,10,5,0.5,3,0.3333333333333333,1,1.0,0
LOLTMNT02_355637,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,3,2026-02-20 10:07:12+00:00,16.03,BLUE,Dplus Kia,Aurora,1,21,9,0.42857142857142855,5,0.2,0,,0
LOLTMNT02_355637,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,3,2026-02-20 10:07:12+00:00,16.03,BLUE,Dplus Kia,Lee Sin,2,6,6,1.0,2,1.0,1,1.0,0
LOLTMNT02_355637,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,3,2026-02-20 10:07:12+00:00,16.03,BLUE,Dplus Kia,Bard,3,15,9,0.6,2,0.0,3,0.6666666666666666,0
LOLTMNT02_355637,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,3,2026-02-20 10:07:12+00:00,16.03,BLUE,Dplus Kia,Jhin,4,15,8,0.5333333333333333,5,0.4,1,0.0,0
LOLTMNT02_355637,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,3,2026-02-20 10:07:12+00:00,16.03,BLUE,Dplus Kia,LeBlanc,5,1,1,1.0,0,,1,1.0,0
LOLTMNT02_355637,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,3,2026-02-20 10:07:12+00:00,16.03,RED,DN SOOPers,Varus,1,17,9,0.5294117647058824,3,0.6666666666666666,1,1.0,1
LOLTMNT02_355637,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,3,2026-02-20 10:07:12+00:00,16.03,RED,DN SOOPers,Wukong,2,23,9,0.391304347826087,4,0.5,7,0.5714285714285714,1
LOLTMNT02_355637,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,3,2026-02-20 10:07:12+00:00,16.03,RED,DN SOOPers,Rakan,3,20,13,0.65,5,0.8,4,0.75,1
LOLTMNT02_355637,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,3,2026-02-20 10:07:12+00:00,16.03,RED,DN SOOPers,Renekton,4,23,11,0.4782608695652174,4,0.75,1,1.0,1
LOLTMNT02_355637,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,3,2026-02-20 10:07:12+00:00,16.03,RED,DN SOOPers,Galio,5,9,6,0.6666666666666666,2,0.5,0,,1
LOLTMNT02_356609,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,4,2026-02-20 11:02:23+00:00,16.03,BLUE,DN SOOPers,Yunara,1,31,16,0.5161290322580645,5,0.4,4,0.5,0
LOLTMNT02_356609,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,4,2026-02-20 11:02:23+00:00,16.03,BLUE,DN SOOPers,Neeko,2,20,13,0.65,2,1.0,5,1.0,0
LOLTMNT02_356609,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,4,2026-02-20 11:02:23+00:00,16.03,BLUE,DN SOOPers,Kennen,3,10,7,0.7,3,0.3333333333333333,1,1.0,0
LOLTMNT02_356609,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,4,2026-02-20 11:02:23+00:00,16.03,BLUE,DN SOOPers,Naafiri,4,2,1,0.5,2,0.5,1,1.0,0
LOLTMNT02_356609,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,4,2026-02-20 11:02:23+00:00,16.03,BLUE,DN SOOPers,Viktor,5,5,2,0.4,2,0.5,2,0.5,0
LOLTMNT02_356609,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,4,2026-02-20 11:02:23+00:00,16.03,RED,Dplus Kia,Ahri,1,13,8,0.6153846153846154,4,0.5,2,0.5,1
LOLTMNT02_356609,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,4,2026-02-20 11:02:23+00:00,16.03,RED,Dplus Kia,Ashe,2,6,3,0.5,3,0.6666666666666666,2,0.5,1
LOLTMNT02_356609,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,4,2026-02-20 11:02:23+00:00,16.03,RED,Dplus Kia,Seraphine,3,4,3,0.75,3,0.6666666666666666,2,0.5,1
LOLTMNT02_356609,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,4,2026-02-20 11:02:23+00:00,16.03,RED,Dplus Kia,Sion,4,22,5,0.22727272727272727,3,0.3333333333333333,2,0.0,1
LOLTMNT02_356609,LCK_20260220_DN_SOOPers_vs_Dplus_Kia_S2,4,2026-02-20 11:02:23+00:00,16.03,RED,Dplus Kia,Aatrox,5,10,3,0.3,1,0.0,1,0.0,1
LOLTMNT02_356695,LCK_20260221_BNK_FEARX_vs_Gen_G_S2,1,2026-02-21 08:08:52+00:00,16.03,BLUE,Gen.G,Varus,1,18,10,0.5555555555555556,4,0.75,2,1.0,1
LOLTMNT02_356695,LCK_20260221_BNK_FEARX_vs_Gen_G_S2,1,2026-02-21 08:08:52+00:00,16.03,BLUE,Gen.G,Taliyah,2,29,10,0.3448275862068966,5,0.6,1,1.0,1
LOLTMNT02_356695,LCK_20260221_BNK_FEARX_vs_Gen_G_S2,1,2026-02-21 08:08:52+00:00,16.03,BLUE,Gen.G,Vi,3,26,13,0.5,5,0.6,2,1.0,1
LOLTMNT02_356695,LCK_20260221_BNK_FEARX_vs_Gen_G_S2,1,2026-02-21 08:08:52+00:00,16.03,BLUE,Gen.G,Rakan,4,21,14,0.6666666666666666,6,0.8333333333333334,3,1.0,1
LOLTMNT02_356695,LCK_20260221_BNK_FEARX_vs_Gen_G_S2,1,2026-02-21 08:08:52+00:00,16.03,BLUE,Gen.G,Rek'Sai,5,15,7,0.4666666666666667,3,0.6666666666666666,1,1.0,1
LOLTMNT02_356695,LCK_20260221_BNK_FEARX_vs_Gen_G_S2,1,2026-02-21 08:08:52+00:00,16.03,RED,BNK FEARX,Pantheon,1,26,16,0.6153846153846154,4,1.0,5,0.8,0
LOLTMNT02_356695,LCK_20260221_BNK_FEARX_vs_Gen_G_S2,1,2026-02-21 08:08:52+00:00,16.03,RED,BNK FEARX,Azir,2,27,12,0.4444444444444444,6,0.16666666666666666,3,0.6666666666666666,0
LOLTMNT02_356695,LCK_20260221_BNK_FEARX_vs_Gen_G_S2,1,2026-02-21 08:08:52+00:00,16.03,RED,BNK FEARX,Ambessa,3,28,15,0.5357142857142857,5,0.6,1,0.0,0
LOLTMNT02_356695,LCK_20260221_BNK_FEARX_vs_Gen_G_S2,1,2026-02-21 08:08:52+00:00,16.03,RED,BNK FEARX,Jhin,4,16,8,0.5,6,0.3333333333333333,1,1.0,0
LOLTMNT02_356695,LCK_20260221_BNK_FEARX_vs_Gen_G_S2,1,2026-02-21 08:08:52+00:00,16.03,RED,BNK FEARX,Poppy,5,6,2,0.3333333333333333,3,0.6666666666666666,2,0.5,0
LOLTMNT02_355782,LCK_20260221_BNK_FEARX_vs_Gen_G_S2,2,2026-02-21 09:07:41+00:00,16.03,BLUE,Gen.G,Aurora,1,22,9,0.4090909090909091,6,0.16666666666666666,2,1.0,1
LOLTMNT02_355782,LCK_20260221_BNK_FEARX_vs_Gen_G_S2,2,2026-02-21 09:07:41+00:00,16.03,BLUE,Gen.G,Ashe,2,7,4,0.5714285714285714,4,0.75,1,1.0,1
LOLTMNT02_355782,LCK_20260221_BNK_FEARX_vs_Gen_G_S2,2,2026-02-21 09:07:41+00:00,16.03,BLUE,Gen.G,Seraphine,3,5,4,0.8,4,0.75,1,1.0,1
LOLTMNT02_355782,LCK_20260221_BNK_FEARX_vs_Gen_G_S2,2,2026-02-21 09:07:41+00:00,16.03,BLUE,Gen.G,Wukong,4,24,10,0.4166666666666667,5,0.6,2,1.0,1
LOLTMNT02_355782,LCK_20260221_BNK_FEARX_vs_Gen_G_S2,2,2026-02-21 09:07:41+00:00,16.03,BLUE,Gen.G,Zaahen,5,14,9,0.6428571428571429,3,0.6666666666666666,1,1.0,1
LOLTMNT02_355782,LCK_20260221_BNK_FEARX_vs_Gen_G_S2,2,2026-02-21 09:07:41+00:00,16.03,RED,BNK FEARX,Xin Zhao,1,31,14,0.45161290322580644,6,0.3333333333333333,3,0.3333333333333333,0
LOLTMNT02_355782,LCK_20260221_BNK_FEARX_vs_Gen_G_S2,2,2026-02-21 09:07:41+00:00,16.03,RED,BNK FEARX,Lucian,2,17,8,0.47058823529411764,1,1.0,3,1.0,0
LOLTMNT02_355782,LCK_20260221_BNK_FEARX_vs_Gen_G_S2,2,2026-02-21 09:07:41+00:00,16.03,RED,BNK FEARX,Milio,3,3,2,0.6666666666666666,1,1.0,2,1.0,0
LOLTMNT02_355782,LCK_20260221_BNK_FEARX_vs_Gen_G_S2,2,2026-02-21 09:07:41+00:00,16.03,RED,BNK FEARX,Sion,4,23,6,0.2608695652173913,4,0.5,2,1.0,0
LOLTMNT02_355782,LCK_20260221_BNK_FEARX_vs_Gen_G_S2,2,2026-02-21 09:07:41+00:00,16.03,RED,BNK FEARX,Ahri,5,14,9,0.6428571428571429,5,0.6,4,0.5,0
LOLTMNT02_356711,LCK_20260221_BNK_FEARX_vs_Gen_G_S2,3,2026-02-21 10:03:38+00:00,16.03,BLUE,Gen.G,Mel,1,0,0,,0,,0,,0
LOLTMNT02_356711,LCK_20260221_BNK_FEARX_vs_Gen_G_S2,3,2026-02-21 10:03:38+00:00,16.03,BLUE,Gen.G,Yunara,2,32,16,0.5,6,0.3333333333333333,2,1.0,0
